model_name,feature_name,importance_type,importance_value,experiment_name,experiment_label
decision_tree_gini,numeric__signal_strength_unclipped_dbm,feature_importance,0.47057181311003105,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__signal_strength_dbm,feature_importance,0.14298505132954145,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__congestion_level_High,feature_importance,0.1077698889543412,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__app_type_Streaming,feature_importance,0.0584345820738864,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__band_LTE_Anchor,feature_importance,0.05494490479631039,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__network_type_5G SA,feature_importance,0.05273775323948201,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__data_usage_mb,feature_importance,0.024049106007087574,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__app_type_Call,feature_importance,0.018158162653561787,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__network_type_4G,feature_importance,0.01737291125978209,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__congestion_level_Medium,feature_importance,0.013982915318285787,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__congestion_level_Low,feature_importance,0.011630626113857016,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__app_type_Gaming,feature_importance,0.010062582504796814,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__movement_speed_Static,feature_importance,0.009686893976183698,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__app_type_Browse,feature_importance,0.00306047716556335,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__network_type_5G NSA,feature_importance,0.002707261953215234,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__activity_factor,feature_importance,0.0005620352927896552,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__connected_duration_min,feature_importance,0.00031764585044969805,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__interval_handover_count,feature_importance,0.00024278204514159604,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__carrier_frequency_ghz,feature_importance,0.00021151084487392894,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__tower_load_Moderate,feature_importance,0.0001823877748283141,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__path_loss_db,feature_importance,9.976222935574395e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__cumulative_handover_count,feature_importance,9.023721914461926e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,categorical__obstruction_level_Low,feature_importance,8.189978251916247e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__mobility_penalty_db,feature_importance,2.1784626618059128e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__deterministic_path_loss_db,feature_importance,2.12267242794803e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__distance_3d_m,feature_importance,1.2572940860964705e-05,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__battery_level_percent,feature_importance,1.224213212749e-06,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__hour,feature_importance,0.0,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__is_weekend,feature_importance,0.0,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__los_probability,feature_importance,0.0,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__distance_2d_m,feature_importance,0.0,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
decision_tree_gini,numeric__breakpoint_distance_m,feature_importance,0.0,reduced_context,"Reduced context without capacity, offered traffic, or synthetic deployment-area variables"
