rule_id,plot_rank,is_labeled_in_bubble_plot,algorithm,antecedent_text,antecedent_display,consequent_text,consequent_display,support,support_count,confidence,lift,leverage,conviction,antecedent_count,consequent_count,bubble_size
R1,1,True,apriori;fp_growth,congestion_level=High;signal_strength_dbm=signal_very_weak,Congestion Level: High + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.06514,3257,1.0,1.9717643347267133,0.0321035976,inf,2,1,560.0
R2,2,True,apriori;fp_growth,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_very_weak,Offered Downlink (Mbps): Offered High + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.05444,2722,0.9981664833149982,1.9681490719201005,0.0267794936,268.7949360000112,2,1,557.3127083700738
R3,3,True,apriori;fp_growth,network_type=5G_NSA;signal_strength_dbm=signal_very_weak,Network Type: 5G NSA + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.06944,3472,0.9813453928773318,1.9349818457238972,0.0335533584,26.41921090909087,2,1,532.6588964308985
R4,4,True,apriori;fp_growth,signal_strength_dbm=signal_very_weak;tower_load=Moderate,Signal Strength (dBm): Signal Very Weak + Tower Load: Moderate,service_degraded=1,Service Degraded: 1,0.05056,2528,0.9689536220774244,1.9105481940165319,0.0240963912,15.874315555555611,2,1,514.4969117470647
R5,5,True,apriori;fp_growth,obstruction_level=High;signal_strength_dbm=signal_very_weak,Obstruction Level: High + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.0827,4135,0.9663472774012619,1.9054090965400698,0.03929724719999999,14.644877499999973,2,1,510.6769256568113
R6,6,True,apriori;fp_growth,movement_speed=Walking;signal_strength_dbm=signal_very_weak,Mobility State: Walking + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.08536,4268,0.9658293731613488,1.9043879114310054,0.0405371992,14.42291364238412,2,1,509.91785990060276
R7,7,True,apriori;fp_growth,infrastructure_profile=Nominal;signal_strength_dbm=signal_very_weak,Infrastructure Profile: Nominal + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.1261,6305,0.9631836235869232,1.8991711167815346,0.059702612799999985,13.386434190871334,2,1,506.04012006633013
R8,8,True,apriori;fp_growth,signal_strength_dbm=signal_very_weak;weather=Clear,Signal Strength (dBm): Signal Very Weak + Weather: Clear,service_degraded=1,Service Degraded: 1,0.0962,4810,0.9631557869443331,1.899116229482477,0.04554485919999999,13.37632043478258,2,1,505.9993213229921
R9,9,True,apriori;fp_growth,signal_strength_dbm=signal_very_weak,Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.16584,8292,0.9629543607014283,1.898719064400639,0.07849690479999998,13.303590094043832,1,1,505.7041011807192
R10,10,True,apriori;fp_growth,band=n78;signal_strength_dbm=signal_very_weak,Radio Band: N78 + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.05428,2714,0.9620701878766396,1.8969756839589862,0.0256660328,12.99347327102806,2,1,504.4082142924793
R11,11,False,apriori;fp_growth,movement_speed=Static;signal_strength_dbm=signal_very_weak,Mobility State: Static + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.07398,3699,0.9572981366459627,1.887566323538849,0.0347866752,11.54141672727273,2,1,497.4140628704186
R12,12,False,apriori;fp_growth,obstruction_level=Medium;signal_strength_dbm=signal_very_weak,Obstruction Level: Medium + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.05512,2756,0.9572768322334144,1.887524316258014,0.0259177272,11.535661463414645,2,1,497.38283808256165
R13,13,False,apriori;fp_growth,congestion_level=Medium;signal_strength_dbm=signal_very_weak,Congestion Level: Medium + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.07212,3606,0.9570063694267517,1.886991027341966,0.0339004224,11.46309333333335,2,1,496.9864345796665
R14,14,False,apriori;fp_growth,offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,Offered Downlink (Mbps): Offered Very High + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.07308,3654,0.9533002869814766,1.879683506154816,0.034201114399999996,10.553383910614517,2,1,491.55461908735504
R15,15,False,apriori;fp_growth,band=LTE_Anchor;signal_strength_dbm=signal_weak,Radio Band: LTE Anchor + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.06804,3402,0.9524076147816349,1.8779233669485662,0.031808489599999996,10.355438117647058,2,1,490.2462750998008
R16,16,False,apriori;fp_growth,network_type=4G;signal_strength_dbm=signal_weak,Network Type: 4G + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.06804,3402,0.9524076147816349,1.8779233669485662,0.031808489599999996,10.355438117647058,2,1,490.2462750998008
R17,17,False,apriori;fp_growth,signal_strength_dbm=signal_very_weak;tower_load=Light,Signal Strength (dBm): Signal Very Weak + Tower Load: Light,service_degraded=1,Service Degraded: 1,0.08138,4069,0.9447411191084282,1.8628068442078005,0.03769323759999999,8.918747394957988,2,1,479.00988449479553
R18,18,False,apriori;fp_growth,congestion_level=High;signal_strength_dbm=signal_weak,Congestion Level: High + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.10568,5284,0.9367133486970395,1.8469779728232498,0.04846220879999999,7.787424201680666,2,1,467.24399198344713
R19,19,False,apriori;fp_growth,signal_strength_dbm=signal_weak;tower_load=Heavy,Signal Strength (dBm): Signal Weak + Tower Load: Heavy,service_degraded=1,Service Degraded: 1,0.0546,2730,0.9362139917695474,1.8459933586433224,0.0250224288,7.726459354838724,2,1,466.51211007445124
R20,20,False,apriori;fp_growth,app_type=Streaming;signal_strength_dbm=signal_weak,Application Type: Streaming + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.06738,3369,0.9214989059080961,1.8169786771592713,0.030296460799999987,6.278129059233437,2,1,444.94496133095004
R21,21,False,apriori;fp_growth,network_type=5G_SA;signal_strength_dbm=signal_very_weak,Network Type: 5G SA + Signal Strength (dBm): Signal Very Weak,service_degraded=1,Service Degraded: 1,0.05736,2868,0.9189362383851329,1.8119257007357301,0.025703072799999997,6.07965865612648,2,1,441.1889906102712
R22,22,False,apriori;fp_growth,congestion_level=High;obstruction_level=High,Congestion Level: High + Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.05432,2716,0.890199934447722,1.7552644815200764,0.023373096799999996,4.48852191044776,2,1,399.07165964856966
R23,23,False,apriori;fp_growth,band=LTE_Anchor;congestion_level=High,Radio Band: LTE Anchor + Congestion Level: High,service_degraded=1,Service Degraded: 1,0.08166,4083,0.8666949692209722,1.7089182293969796,0.03387538479999999,3.697084777070064,2,1,364.62163427806615
R24,24,False,apriori;fp_growth,congestion_level=High;network_type=4G,Congestion Level: High + Network Type: 4G,service_degraded=1,Service Degraded: 1,0.08166,4083,0.8666949692209722,1.7089182293969796,0.03387538479999999,3.697084777070064,2,1,364.62163427806615
R25,25,False,apriori;fp_growth,app_type=Streaming;congestion_level=High,Application Type: Streaming + Congestion Level: High,service_degraded=1,Service Degraded: 1,0.07822,3911,0.8175167224080268,1.611950316286826,0.02969493119999999,2.7007406185567007,2,1,292.54359314764235
R26,26,False,apriori;fp_growth,congestion_level=High;offered_downlink_mbps=offered_very_high,Congestion Level: High + Offered Downlink (Mbps): Offered Very High,service_degraded=1,Service Degraded: 1,0.08134,4067,0.8147035256410257,1.6064033552350847,0.03070514559999999,2.6597376,2,1,288.4204345273048
R27,27,False,apriori;fp_growth,movement_speed=Walking;obstruction_level=High,Mobility State: Walking + Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.06624,3312,0.8085937499999999,1.594356317532928,0.024693452799999988,2.5748375510204062,2,1,279.4656488549616
R28,28,False,apriori;fp_growth,app_type=Gaming;signal_strength_dbm=signal_weak,Application Type: Gaming + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.06022,3011,0.7993097955933103,1.5760505473485886,0.022010565599999997,2.4557252380952375,2,1,265.8586317092792
R29,29,False,apriori;fp_growth,infrastructure_profile=Nominal;obstruction_level=High,Infrastructure Profile: Nominal + Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.0979,4895,0.7869774919614149,1.5517341508821965,0.03480929599999999,2.313558339622642,2,1,247.78380501215003
R30,30,False,apriori;fp_growth,obstruction_level=High,Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.12558,6279,0.7819427148194271,1.5418067568803278,0.04413010399999999,2.2601400342661333,1,1,240.40458965900768
R31,31,False,apriori;fp_growth,signal_strength_dbm=signal_weak;time_of_day=evening,Signal Strength (dBm): Signal Weak + Time Of Day: Evening,service_degraded=1,Service Degraded: 1,0.05508,2754,0.775774647887324,1.5296447824893995,0.019071639999999994,2.1979673366834174,2,1,231.36436942264274
R32,32,False,apriori;fp_growth,signal_strength_dbm=signal_weak;time_of_day=morning,Signal Strength (dBm): Signal Weak + Time Of Day: Morning,service_degraded=1,Service Degraded: 1,0.05816,2908,0.7754666666666667,1.529037516102742,0.020123000000000002,2.1949524940617584,2,1,230.91297709923677
R33,33,False,apriori;fp_growth,movement_speed=Walking;signal_strength_dbm=signal_weak,Mobility State: Walking + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.10426,5213,0.7662795825371161,1.5109227512759604,0.035255810400000004,2.1086732830188692,2,1,217.44793776432294
R34,34,False,apriori;fp_growth,obstruction_level=High;weather=Clear,Obstruction Level: High + Weather: Clear,service_degraded=1,Service Degraded: 1,0.0872,4360,0.7662565905096661,1.5108774164162513,0.029485191999999993,2.108465864661654,2,1,217.4142395256175
R35,35,False,apriori;fp_growth,movement_speed=Static;obstruction_level=High,Mobility State: Static + Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.05934,2967,0.7541942043721402,1.4870932336385758,0.019436651199999995,2.0049974767321603,2,1,199.73501709504518
R36,36,False,apriori;fp_growth,congestion_level=Medium;obstruction_level=High,Congestion Level: Medium + Obstruction Level: High,service_degraded=1,Service Degraded: 1,0.0509,2545,0.750958984951313,1.4807141433695734,0.016524695199999995,1.9789511374407573,2,1,194.99332145535942
R37,37,False,apriori;fp_growth,obstruction_level=Medium;signal_strength_dbm=signal_weak,Obstruction Level: Medium + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.09846,4923,0.7493150684931508,1.477472727528099,0.031819176000000005,1.9659737704918037,2,1,192.58391718080114
R38,38,False,apriori;fp_growth,network_type=5G_NSA;signal_strength_dbm=signal_weak,Network Type: 5G NSA + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.08598,4299,0.7476521739130435,1.4741938913026331,0.02765659999999999,1.9530186078566505,2,1,190.14669764354466
R39,39,False,apriori;fp_growth,band=LTE_Anchor;offered_downlink_mbps=offered_high,Radio Band: LTE Anchor + Offered Downlink (Mbps): Offered High,service_degraded=1,Service Degraded: 1,0.05786,2893,0.7398976982097186,1.4589038926763123,0.018200087999999996,1.8947929203539817,2,1,178.7813592081372
R40,40,False,apriori;fp_growth,network_type=4G;offered_downlink_mbps=offered_high,Network Type: 4G + Offered Downlink (Mbps): Offered High,service_degraded=1,Service Degraded: 1,0.05786,2893,0.7398976982097186,1.4589038926763123,0.018200087999999996,1.8947929203539817,2,1,178.7813592081372
R41,41,False,apriori;fp_growth,infrastructure_profile=Nominal;signal_strength_dbm=signal_weak,Infrastructure Profile: Nominal + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.1644,8220,0.7390757058083078,1.457283117375794,0.05158732959999998,1.8888237353549273,2,1,177.57660698622215
R42,42,False,apriori;fp_growth,signal_strength_dbm=signal_weak,Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.21562,10781,0.7375658479852227,1.4543060335697269,0.06735684559999999,1.8779567987486967,1,1,175.36368559666238
R43,43,False,apriori;fp_growth,signal_strength_dbm=signal_weak;tower_load=Moderate,Signal Strength (dBm): Signal Weak + Tower Load: Moderate,service_degraded=1,Service Degraded: 1,0.06312,3156,0.7363509099393373,1.4519104620619474,0.01964624479999999,1.8693028672566363,2,1,173.58301304086083
R44,44,False,apriori;fp_growth,obstruction_level=High;tower_load=Light,Obstruction Level: High + Tower Load: Light,service_degraded=1,Service Degraded: 1,0.05978,2989,0.7354822834645669,1.4501977353587956,0.018558035199999996,1.8631644279069763,2,1,172.30991164272396
R45,45,False,apriori;fp_growth,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_weak,Offered Downlink (Mbps): Offered High + Signal Strength (dBm): Signal Weak,service_degraded=1,Service Degraded: 1,0.06736,3368,0.7337690631808279,1.4468196687057888,0.020802711999999994,1.8511747954173485,2,1,169.7989322955646
R46,46,False,apriori;fp_growth,signal_strength_dbm=signal_weak;weather=Clear,Signal Strength (dBm): Signal Weak + Weather: Clear,service_degraded=1,Service Degraded: 1,0.14672,7336,0.7328671328671329,1.445041274680836,0.04518656799999998,1.8449246073298429,2,1,168.47701916404216
R47,47,False,apriori;fp_growth,band=LTE_Anchor;movement_speed=Walking,Radio Band: LTE Anchor + Mobility State: Walking,service_degraded=1,Service Degraded: 1,0.08388,4194,0.7323205866946044,1.443963614430563,0.02578989359999999,1.8411576516634043,2,1,167.67597439209197
